product_id,rating,timestamp,text,size,color
281985904,5,1603333037,"got for my husband. he hasn't tried it on yet but just by looking at it, 2x isn't going to fit. it's a short torso",2XL,BLACK
281985904,5,1603149937,exactly what's pictured 🤩,2XL,BLACK
281985904,5,1577118395,Cute,M,BLACK
281985904,5,1577117947,Nice,XL,BLACK
281983406,5,1603086451,Good quality,L,multicolor
358527304,5,1569652425,Nice,2XL,BLACK
362559003,5,1572000361,really like the asymmetrical design,L,DARK GRAY
196439411,5,1485169728,"My boyfriend liked this as a gift for the holidays! I can wear it, too, and it's very comfortable!",L,PURPLISH BLUE
196439411,4,1482357567,nice top,XL,CADETBLUE / WHITE
196439411,5,1480015771,"this is a great buy for any guy or girl. the fabric is so soft. i normally wear a medium, but i got a large and it fits great",XL,BLACK/GREEN
196439411,5,1479302685,Very good Very good Very good,L,GREY/WHITE/BLUE
246291601,5,1596003274,"so soft!! omg these are the super soft velvet-like (but much nicer) material both inside and out! extremely comfy, extremely warm!",2XL,GRAY
196439411,5,1477574013,"comodissima,calda e con bei colori...mi piace",M,LIGHT GRAY
192596615,5,1572550709,I like it nice quality thank u,L,BLACK
192596615,5,1561299030,artisanal,M,DEEP GRAY
194580503,5,1491451142,love it fits just right,L,RED / BLACK
235085620,5,1590135617,Alles super,3XL,BLACK
235085620,5,1577635415,genial. muy contentos,M,CRYSTAL BLUE
235085620,5,1577255037,Perfect but dang kinda took long than expected,L,BLACK
235085620,5,1576982168,bestie that i bought this for adores it and always thanks me bc he says it comfy and It just looks good on him with anything he wears shorts pants dressy or casual it's an a+,XL,BLACK
235085620,5,1573012560,very comfortable and cute!,XL,BLACK
235085620,5,1544003504,Super Ware,L,LIGHT BLUE
235085620,5,1515105842,Cute,XL,LIGHT BLUE
279092202,5,1577118423,Nice,M,DAY SKY BLUE
279092202,5,1575173307,I had way more people compliment me on this pull over sweat shirt . Several even wanted to know were I got it so they could buy one.,2XL,DAY SKY BLUE
279092202,5,1567710979,"Good quality and excellent graphics!! True to size, and  excellent packaging!! Love it a lot, exactly as pictured!! Fast delivery, and excellent packaging.!!",2XL,DAY SKY BLUE
253783805,5,1605382722,3xl is equivalent to a sz XL but cool design overall,3XL,GRAY
254072804,5,1576425255,very nice,2XL,LIGHT GRAY
232911201,5,1573839193,great graphics soft comfy.,2XL,YELLOW
232911201,5,1560715350,Satisfactory Customer Service great I love it,XL,YELLOW
232911201,5,1542557701,thanks,3XL,YELLOW
232911201,5,1535057644,Love love love this sweater I’d recommend jus buy one size up,M,YELLOW
280886903,4,1574979927,i bought this shirt for my husband but it doesnt fit him. i think its hideous but its so soft and warm I wear it as a pajama sweatshirt and I love it!!,2XL,WHITE
